ID	Length	SRX9120574	SRX9120575	SRX9120576	SRX9120577	SRX9120578	SRX9120579
ENSG00000272955	8999	225.0	249.5	477.0	449.0	290.0	488.0
ENSG00000076604	11999	1092.0	1250.0	775.5	726.5	1536.5	2189.5
ENSG00000261015	10999	10.5	18.0	315.5	382.0	50.0	88.5
ENSG00000117592	29499	814.5	544.5	2588.5	2008.5	333.5	474.5
ENSG00000197332	7999	17.5	36.5	115.0	117.0	129.0	211.0
ENSG00000272159	5999	8.5	6.5	90.5	99.0	5.0	15.0
ENSG00000204511	11999	4826.0	5478.0	10887.0	10695.0	7441.0	14284.0
ENSG00000223705	8999	1046.0	1304.5	1736.5	1745.5	192.0	427.5
ENSG00000102967	3999	95.0	140.5	116.0	112.0	2.0	11.0
ENSG00000270168	3999	40.0	46.0	125.0	134.5	77.0	166.0
ENSG00000172270	5999	2646.5	2039.5	21521.0	14807.5	2076.5	2056.5
ENSG00000266799	4999	0.0	0.0	152.0	155.5	0.0	0.0
ENSG00000272696	5499	71.0	62.5	293.0	260.5	143.0	251.0
ENSG00000265150	6999	137.5	231.0	447.0	561.0	232.0	771.5
ENSG00000173614	4999	70.5	90.5	133.5	114.0	12.0	8.0
ENSG00000109956	4499	186.5	246.5	629.0	587.5	266.0	465.0
ENSG00000241211	8499	64.5	89.5	117.0	126.5	290.5	502.0
ENSG00000264251	10499	18.5	28.0	58.0	80.5	266.0	395.5
ENSG00000272948	4499	7.0	4.5	21.0	21.5	174.0	276.0
ENSG00000265692	15999	87.5	81.5	781.5	684.0	157.0	286.0
ENSG00000265736	11499	48.0	78.0	79.5	76.5	913.5	1456.0
ENSG00000166575	5999	79.5	71.5	6.0	13.5	36.5	69.5
ENSG00000198520	7499	26.0	36.0	246.5	258.0	200.0	217.5
ENSG00000240541	8999	22.5	26.0	57.5	71.0	259.0	451.0
ENSG00000173728	16999	54.5	64.5	464.0	499.0	30.0	29.0
ENSG00000176953	6999	143.0	138.0	282.5	260.5	141.0	177.0
ENSG00000166313	5999	285.0	290.0	1556.0	1435.0	206.5	334.0
ENSG00000117152	4499	862.0	548.0	275.5	232.5	5357.0	8644.0
ENSG00000213380	19499	2684.0	3257.0	3577.5	3510.0	1063.5	1778.0
ENSG00000165609	6999	285.0	378.5	361.5	425.0	230.5	337.5
ENSG00000184599	3999	1.0	0.0	46.0	30.5	4.0	2.0
ENSG00000129214	12999	0.0	2.0	290.0	286.0	12.5	14.5
ENSG00000135404	8999	86.0	110.5	373.5	421.0	685.5	1204.5
ENSG00000228155	15999	334.5	390.0	484.5	609.0	1235.5	1968.5
ENSG00000141425	11999	263.0	318.0	175.0	153.0	494.0	742.0
ENSG00000147592	7499	4.0	7.5	121.0	148.5	1.0	7.0
ENSG00000074370	3999	0.5	0.0	47.0	49.0	3.0	4.0
ENSG00000224323	10499	186.0	216.0	129.5	142.5	605.0	1109.5
ENSG00000266340	9999	144.0	171.0	140.5	151.0	501.5	806.5
ENSG00000156599	10999	343.5	321.0	369.0	312.0	157.0	233.5
ENSG00000197976	6999	215.0	200.5	771.0	595.5	400.5	622.5
ENSG00000073536	3999	32.0	31.5	51.0	40.0	86.0	154.5
ENSG00000244307	12999	15146.5	18152.0	73207.0	78264.5	47569.5	80030.0
ENSG00000181035	3999	24.5	29.0	87.5	74.0	10.0	9.0
ENSG00000175115	7499	349.0	366.0	1100.0	1028.0	298.5	485.0
ENSG00000259792	4499	542.0	663.5	384.0	364.0	87.0	206.5
ENSG00000068323	5499	113.0	79.5	181.0	121.0	97.0	112.0
ENSG00000100116	5999	32.5	36.0	169.5	116.0	68.0	98.0
ENSG00000179988	10999	81.0	117.0	107.0	79.5	485.0	844.5
ENSG00000092841	9499	813.0	967.0	643.0	572.5	408.0	733.0
ENSG00000087152	4999	957.0	1191.5	1185.0	1129.0	430.0	785.5
ENSG00000075785	15999	577.5	541.0	879.0	690.5	83.5	97.5
ENSG00000176222	35999	691.5	911.0	289.0	339.5	195.0	281.0
ENSG00000183979	19499	3026.0	3379.5	8801.0	8476.0	4806.0	7962.5
ENSG00000255237	16499	271.0	307.5	773.0	702.5	1451.0	2746.0
ENSG00000125871	7499	109.0	69.0	497.5	378.0	5.0	4.0
ENSG00000261455	11499	51.0	47.5	127.0	76.0	834.0	918.5
ENSG00000126391	8999	175.5	130.0	751.0	507.0	965.0	1740.0
ENSG00000224066	35499	10765.0	12950.0	7717.0	7521.5	3166.5	5597.0
ENSG00000171462	7999	250.0	304.5	213.0	206.0	155.5	247.5
ENSG00000101363	3999	84.0	67.0	142.5	94.0	16.0	39.0
ENSG00000013306	3999	698.5	599.5	3856.0	4053.0	1967.5	3215.0
ENSG00000166886	7499	764.0	934.5	820.0	951.5	604.0	1070.0
ENSG00000113595	18499	1119.5	1417.5	342.5	344.0	111.5	182.0
ENSG00000130706	21499	805.5	923.5	1047.5	1102.5	719.0	1142.0
ENSG00000143126	10999	1306.5	1461.0	662.5	651.5	268.5	393.0
ENSG00000262454	4999	81.5	99.0	145.0	172.5	22.0	28.0
ENSG00000268521	6999	86.0	111.5	47.0	80.0	17.5	10.5
ENSG00000136918	3999	587.5	624.0	1267.5	1381.0	2004.5	2150.0
ENSG00000260740	5999	3.5	7.0	131.5	106.5	5.0	17.0
ENSG00000145908	8499	77.5	73.0	89.5	112.5	41.5	52.5
ENSG00000232530	4999	1061.0	1311.5	467.5	451.5	1162.0	2450.0
ENSG00000270069	5999	23.0	30.0	12.5	11.5	43.0	71.0
ENSG00000131236	18999	4496.0	5027.5	6721.5	6441.0	4752.0	6998.0
ENSG00000141560	4999	56.5	66.0	389.0	357.0	20.0	33.0
ENSG00000126787	19999	2521.0	3111.5	4315.5	4437.5	3365.5	5153.0
ENSG00000261845	12499	1983.0	2216.0	739.0	678.0	97.0	213.0
ENSG00000148803	3999	46.0	68.0	244.5	245.0	247.5	507.0
ENSG00000186723	8999	1.0	6.0	195.5	175.0	15.5	11.0
ENSG00000258738	5999	9.5	4.5	80.5	63.0	239.5	329.0
ENSG00000166377	16499	45.0	35.0	300.5	263.0	28.5	46.5
ENSG00000182584	18854	1851.0	2058.0	6700.5	6718.5	1281.0	1997.5
ENSG00000145901	12499	281.5	254.5	151.0	123.0	50.5	80.5
ENSG00000260924	11999	1786.5	2277.5	4722.5	4729.0	3353.5	5251.5
ENSG00000234848	6499	119.0	159.0	81.0	74.0	8.0	11.0
ENSG00000187325	11999	4869.5	5685.0	11175.0	11294.5	6040.5	7254.5
ENSG00000242553	4499	77.5	88.0	29.0	27.5	4.5	17.0
ENSG00000200247	11999	287.0	287.5	280.5	278.0	1712.0	2773.0
ENSG00000184363	5999	68.0	94.0	84.0	140.5	443.0	842.0
ENSG00000168890	22999	493.0	515.0	2028.0	1901.0	1496.0	2200.5
ENSG00000082516	25499	3111.5	3657.0	2627.0	2483.0	354.0	627.0
ENSG00000135046	9499	1568.5	1924.0	1519.0	1617.0	1219.0	841.5
ENSG00000125650	12499	1105.0	1366.5	2279.0	2412.5	1561.0	2137.5
ENSG00000186364	8999	889.0	1244.5	404.0	431.0	416.0	754.5
ENSG00000111196	5999	153.0	157.5	91.5	106.5	100.5	151.0
ENSG00000223653	8499	5.0	7.5	145.5	124.0	84.5	184.0
ENSG00000271912	16499	1078.0	1305.0	2184.5	2210.0	1889.0	3094.5
ENSG00000175793	4999	41.0	60.5	39.5	37.5	68.0	70.5
ENSG00000172500	9999	10.0	9.5	433.0	402.5	424.5	783.5
ENSG00000230929	3999	2652.0	3060.5	565.5	564.5	290.5	477.5
ENSG00000271500	7499	17.5	9.0	77.0	95.0	1028.5	1711.0
ENSG00000187742	11499	195.0	167.5	878.5	890.0	27.5	52.5
ENSG00000271918	4999	12.0	15.0	39.0	39.0	152.0	314.0
ENSG00000249592	4499	27.0	38.0	323.0	314.5	11.0	21.0
ENSG00000142507	8499	256.5	195.5	487.0	574.0	383.5	305.5
ENSG00000203761	7499	186.0	274.0	339.5	322.0	211.5	362.0
ENSG00000169410	4999	89.0	71.0	62.5	42.5	6.0	14.5
ENSG00000230673	7999	101.5	128.0	227.0	223.5	152.0	122.5
ENSG00000247373	6999	27.0	29.5	119.0	116.5	27.0	40.0
ENSG00000132005	7999	697.5	861.5	503.5	495.5	235.0	388.0
ENSG00000128254	6499	2.5	1.5	84.0	57.0	0.0	0.0
ENSG00000120437	10499	2336.0	2625.5	3057.5	3129.5	4147.5	6192.0
ENSG00000127452	7499	64.0	37.5	264.5	195.5	120.5	235.0
ENSG00000153443	8499	66.5	64.0	362.0	293.5	195.5	514.0
ENSG00000267344	4999	39.0	30.5	24.0	24.5	1.0	2.0
ENSG00000260122	3999	71.5	99.0	38.5	37.0	4.0	2.5
ENSG00000135679	9999	15.5	22.0	114.0	136.0	7.5	18.5
ENSG00000225099	5499	276.5	182.0	626.0	493.0	1.5	3.0
ENSG00000255320	4499	752.0	928.5	1733.5	1762.0	793.5	1343.5
ENSG00000214941	10499	1024.0	1084.0	348.5	396.0	123.0	186.0
ENSG00000265254	7499	12.0	7.0	231.5	216.0	35.5	65.0
ENSG00000205885	6999	218.5	237.5	331.0	312.5	62.0	179.0
ENSG00000259891	5999	39.5	53.5	91.5	89.0	110.5	226.0
ENSG00000232412	5499	9.5	8.0	25.0	13.5	286.0	329.5
ENSG00000100216	20499	1823.0	2000.0	2883.0	2794.0	1719.5	2797.5
ENSG00000234607	6999	3.5	2.0	25.0	30.5	431.0	845.0
ENSG00000135185	5999	743.5	837.5	684.0	713.5	277.5	459.5
ENSG00000105397	10499	137.5	171.5	429.0	400.5	28.0	38.5
ENSG00000167193	22499	504.5	477.5	1393.5	1357.0	2160.0	4870.5
ENSG00000177842	9999	62.5	56.5	118.0	130.5	282.5	505.0
ENSG00000225450	16499	185.0	240.5	439.5	432.0	288.0	374.5
ENSG00000186222	4999	24.5	23.5	17.0	8.0	706.5	1012.5
ENSG00000255717	9999	521.5	319.0	698.0	557.5	532.0	638.5
ENSG00000126247	7499	1491.5	1260.5	5803.0	5859.0	1215.0	1001.5
ENSG00000154122	12499	1276.0	1473.0	228.0	212.5	184.5	477.0
ENSG00000240457	10499	2.0	2.0	361.0	420.0	342.0	617.0
ENSG00000244879	4999	151.0	183.5	377.5	399.5	94.0	105.0
ENSG00000231333	10499	16.0	6.5	136.0	143.5	4.5	13.0
ENSG00000107618	11999	1051.5	1134.5	209.5	180.0	24.0	53.0
ENSG00000272160	8499	138.5	152.0	129.5	110.0	29.5	66.5
ENSG00000069764	5499	1173.5	1304.0	381.5	410.0	48.0	61.5
ENSG00000079337	6499	15.5	9.5	163.5	199.5	9.5	16.5
ENSG00000264443	4499	333.0	383.5	168.5	122.5	40.0	44.5
ENSG00000100027	8499	622.0	804.5	206.0	213.0	79.0	120.5
ENSG00000138002	6499	1262.5	1399.0	572.0	675.5	347.5	510.5
ENSG00000267615	6999	818.0	937.5	969.0	799.5	226.5	296.0
ENSG00000156515	5999	327.0	267.0	507.0	368.0	50.5	41.5
ENSG00000125753	17999	337.5	309.5	2576.0	2368.0	136.0	159.5
ENSG00000221625	8999	398.5	508.0	889.5	722.0	191.5	240.0
ENSG00000184058	5999	260.0	317.0	168.5	162.5	29.5	48.0
ENSG00000130560	25499	1327.5	1509.5	1495.5	1407.0	778.0	1345.0
ENSG00000008277	8499	577.5	643.5	124.5	122.5	200.5	251.0
ENSG00000201749	9499	20.0	20.0	32.5	38.0	143.5	250.5
ENSG00000215458	19999	800.0	948.0	326.0	319.5	1268.0	2133.0
ENSG00000163217	4999	0.0	0.0	42.0	29.0	0.0	0.0
ENSG00000013561	4999	24.5	40.5	40.0	39.5	27.5	41.0
ENSG00000135587	23499	1075.0	1298.0	614.0	658.0	485.5	877.0
ENSG00000213942	31499	2922.5	3645.5	2581.5	2515.5	1779.5	3051.0
ENSG00000262601	4499	10.0	18.5	33.5	26.0	32.0	53.5
ENSG00000244945	37999	336.0	380.5	1590.0	1619.5	547.5	772.0
ENSG00000039319	4999	238.5	292.5	113.5	130.5	45.0	51.5
ENSG00000105971	4999	68.5	51.5	8.0	4.0	38.5	102.5
ENSG00000180834	9999	1327.5	1475.5	948.0	958.0	96.0	157.5
ENSG00000222055	38999	54.0	74.5	1019.5	1028.0	339.0	551.0
ENSG00000130304	4999	116.0	124.5	139.0	84.0	558.5	669.0
ENSG00000170222	11499	484.0	634.5	546.0	611.5	274.0	291.5
ENSG00000161664	7499	70.5	70.5	272.0	251.0	235.0	286.0
ENSG00000259758	11999	1743.0	2076.0	674.0	702.0	1363.5	2451.5
ENSG00000162753	25499	6317.5	7241.5	12739.5	13171.5	8017.5	10274.5
ENSG00000173821	13999	9.0	9.0	144.5	172.5	94.5	197.0
ENSG00000132305	20499	3228.5	3569.5	1961.5	1624.5	734.0	889.5
ENSG00000234694	5999	20.5	24.5	94.5	73.5	42.5	81.5
ENSG00000167862	5999	135.0	160.0	144.5	155.0	100.5	156.0
ENSG00000068394	11999	136.0	138.5	245.5	239.5	74.5	120.0
ENSG00000204628	16999	1324.0	1563.0	4330.0	4093.5	3004.0	5343.5
ENSG00000143303	13499	15604.0	18622.0	17938.5	18749.5	19738.0	27728.0
ENSG00000056736	6499	464.0	478.0	94.0	103.5	45.0	66.0
ENSG00000142684	4999	4.5	4.0	18.5	10.0	394.5	486.0
ENSG00000255753	3999	51.0	35.0	16.0	5.0	6.0	7.5
ENSG00000229635	24499	2729.0	3418.0	1024.5	1204.0	1597.0	2414.0
ENSG00000089685	3999	75.0	44.0	235.5	176.0	128.5	229.5
ENSG00000198554	9999	9.5	11.5	175.0	210.5	1.0	1.5
ENSG00000252174	9999	723.5	811.5	2068.0	1944.0	3265.5	5654.5
ENSG00000127184	7499	31.0	45.0	102.0	105.0	231.5	383.0
ENSG00000070423	9499	208.5	223.0	665.0	594.0	106.5	216.0
ENSG00000141933	4499	79.5	68.0	169.5	124.5	9.5	4.5
ENSG00000264741	6999	36.0	61.5	81.5	77.0	399.0	821.0
ENSG00000182934	8999	367.0	364.5	370.5	326.5	301.0	495.5
ENSG00000213588	4999	73.5	50.5	112.0	93.5	221.5	441.0
ENSG00000235138	3999	2.0	4.5	15.0	29.5	19.5	37.5
ENSG00000023572	4499	336.0	383.0	196.0	204.5	128.5	239.5
ENSG00000175137	11999	48.5	39.0	901.0	861.5	12.5	14.0
ENSG00000105694	11499	6.0	8.0	34.0	60.5	335.0	458.5
ENSG00000257802	10999	11.0	11.0	33.5	28.5	227.0	446.0
ENSG00000196230	17499	4354.5	3613.0	4179.5	3338.5	1629.5	2385.0
ENSG00000151500	13999	1231.0	1340.5	635.0	594.5	281.0	485.0
ENSG00000257556	6999	11.0	17.0	183.0	158.0	28.5	48.0
ENSG00000100908	6999	213.0	219.0	693.0	680.0	769.5	1191.5
ENSG00000204560	13999	575.0	667.0	491.5	425.0	1286.5	2180.0
ENSG00000167972	6999	80.5	82.5	324.0	234.0	360.0	651.0
ENSG00000258938	4499	14.5	13.5	94.0	75.0	14.5	41.0
ENSG00000150459	27499	1483.0	1588.0	1353.0	1116.5	502.0	690.5
ENSG00000103248	5999	68.5	81.0	143.0	142.5	5.5	6.0
ENSG00000118898	8999	1472.0	1674.5	1090.5	1092.5	122.0	285.0
ENSG00000271204	58499	356.5	404.0	774.0	804.0	14708.5	28322.0
ENSG00000213722	12889	79.0	77.5	431.5	391.5	152.5	329.5
ENSG00000137509	3999	37.5	47.5	60.0	62.0	37.0	52.5
ENSG00000126767	9999	365.5	402.5	1220.0	1200.0	96.0	206.5
ENSG00000100220	5499	279.5	243.5	460.5	522.5	31.0	42.5
ENSG00000073598	12499	727.0	806.5	380.5	361.0	595.5	1139.5
ENSG00000177225	16499	1314.0	1630.0	2750.0	2865.5	1686.0	2280.5
ENSG00000114125	5999	17.5	13.0	72.0	71.0	152.0	178.5
ENSG00000235299	4999	13.0	8.5	19.0	6.0	745.0	955.5
ENSG00000204791	10999	167.0	249.5	479.0	471.5	339.5	680.5
ENSG00000089195	7499	6.0	4.0	143.5	132.0	62.0	92.0
ENSG00000171163	4999	837.0	845.5	1346.0	1223.5	95.0	168.0
ENSG00000123219	9499	135.5	121.5	221.0	205.5	49.0	32.5
ENSG00000182531	4499	1.0	2.0	37.5	45.0	1.0	4.0
ENSG00000114416	6999	278.5	296.5	151.5	149.5	226.0	331.0
ENSG00000119471	12499	731.0	776.0	957.5	821.5	502.0	706.5
ENSG00000269018	20499	2463.5	2934.5	7926.5	7577.0	3677.5	6815.0
ENSG00000152102	10499	446.5	506.0	216.5	167.0	60.0	79.0
ENSG00000235700	13999	62.0	74.0	102.5	97.0	832.0	1476.5
ENSG00000198792	13499	772.0	866.5	3401.5	3486.0	3093.5	5301.5
ENSG00000174226	14999	11.0	13.0	296.0	298.5	192.0	400.5
ENSG00000159352	13999	185.5	216.0	707.5	667.0	579.0	748.5
ENSG00000260853	11999	447.5	509.5	565.0	562.5	727.5	1424.0
ENSG00000127463	4999	222.5	235.5	266.0	235.0	351.5	635.0
ENSG00000167565	11499	142.0	82.0	306.5	233.0	432.5	600.0
ENSG00000134056	5999	75.5	82.5	166.5	159.5	98.0	184.0
ENSG00000255121	16999	128.0	158.0	242.0	269.5	22.0	44.0
ENSG00000125971	4499	247.5	307.5	738.5	832.5	267.5	213.5
ENSG00000259840	4499	4.5	4.0	92.5	61.5	4.0	20.0
ENSG00000264198	5999	6.0	6.5	18.5	12.5	132.0	219.5
ENSG00000152475	4499	14.5	28.5	151.5	147.0	73.5	131.0
ENSG00000177030	16999	182.0	214.0	549.5	627.5	49.0	113.5
ENSG00000266640	5499	99.5	111.0	545.0	520.5	628.0	1122.5
ENSG00000258096	22499	158.0	197.0	301.0	284.0	1707.5	2658.5
ENSG00000132635	3999	19.5	23.0	78.5	90.0	58.5	108.0
ENSG00000109083	10499	2423.0	2977.0	1676.5	1685.0	537.0	890.0
ENSG00000225439	10499	8834.0	10683.0	9481.0	8871.5	3897.0	6042.5
ENSG00000171793	6499	212.5	182.5	531.5	465.0	64.0	151.5
ENSG00000255100	5999	9.0	12.0	34.5	39.0	140.5	256.5
ENSG00000266844	4999	10.5	16.5	155.5	161.0	6.0	6.5
ENSG00000204386	6499	23.0	20.0	301.0	278.5	139.0	196.0
ENSG00000136868	8499	75.5	98.5	299.0	353.5	35.5	56.0
ENSG00000204634	4999	584.5	751.5	818.0	910.0	1387.0	1971.5
ENSG00000146733	3999	317.5	356.5	90.5	93.0	88.0	72.5
ENSG00000109265	3999	17.0	35.5	16.0	18.0	4.0	11.5
ENSG00000100249	9999	629.5	800.0	489.0	536.5	30.0	65.5
ENSG00000263847	11499	121.5	142.5	153.0	111.0	734.0	1448.5
ENSG00000272024	5999	0.5	0.0	49.0	52.0	4.0	0.0
ENSG00000125827	13499	43.0	27.5	818.5	744.5	1.0	3.0
ENSG00000261654	16999	50.5	75.5	475.0	507.5	10.0	25.0
ENSG00000224846	4499	35.5	45.5	55.0	59.0	112.5	192.5
ENSG00000172977	4999	373.0	362.5	964.0	996.0	500.0	867.5
ENSG00000270728	13999	1183.0	1359.5	3741.0	3597.0	1704.0	2425.5
ENSG00000256628	25499	415.5	519.5	726.0	717.5	1739.5	2370.5
ENSG00000245205	9999	4.5	5.0	12.5	11.0	603.5	889.5
ENSG00000261592	4499	15.5	18.5	94.0	88.0	2904.5	5157.0
ENSG00000100902	9499	78.5	89.0	210.0	225.5	36.5	40.0
ENSG00000100033	7499	97.0	109.5	182.5	161.5	132.0	254.5
ENSG00000090932	6499	9.0	12.5	163.5	161.0	58.0	78.0
ENSG00000119383	4499	621.5	499.5	1224.5	797.0	184.5	198.0
ENSG00000204220	27999	7608.0	9335.5	14956.0	14467.0	5046.0	8623.5
ENSG00000268328	5499	4.0	6.0	30.5	21.0	321.5	458.5
ENSG00000074842	4499	13.5	26.5	17.5	17.0	80.0	160.5
ENSG00000261079	6499	6.0	5.0	155.5	162.0	20.0	43.5
ENSG00000099795	6999	81.5	114.0	144.5	134.5	163.5	222.5
ENSG00000176055	13999	44.0	46.0	244.5	252.5	37.5	23.5
ENSG00000234271	11499	101.5	120.0	254.5	295.5	180.0	378.5
ENSG00000273382	6499	13.5	11.5	90.0	71.5	35.5	32.0
ENSG00000225419	4999	863.5	1033.5	296.0	265.5	331.5	437.5
ENSG00000089737	5999	533.0	495.5	690.5	633.0	70.0	130.0
ENSG00000164002	14999	90.0	110.5	297.5	279.5	54.0	76.0
ENSG00000033030	3999	101.5	101.0	90.0	66.5	38.5	55.5
ENSG00000272426	11499	42.5	48.5	409.0	420.5	160.0	269.5
ENSG00000164961	3999	311.5	336.0	88.0	76.5	19.5	23.5
ENSG00000124217	7499	26.5	27.0	96.0	76.0	409.5	755.0
ENSG00000147874	5499	1747.0	1922.5	1674.0	1612.5	2871.5	4774.0
ENSG00000236480	10999	17.0	13.0	1950.5	285.0	9.0	28.0
ENSG00000161888	47499	1257.5	1360.5	3599.0	3455.0	6005.5	10543.0
ENSG00000111057	4999	91.0	81.0	40.0	35.5	502.0	625.5
ENSG00000196365	10499	1050.0	1186.0	3790.5	4117.5	2192.0	3081.5
ENSG00000124140	5999	732.0	859.0	133.5	133.0	20.5	35.0
ENSG00000224616	5999	41.5	65.0	55.5	83.0	48.5	55.5
ENSG00000085998	6999	408.5	432.5	1284.0	1221.5	606.5	758.0
ENSG00000107984	23999	394.5	530.0	219.0	251.5	5715.5	9427.0
ENSG00000130881	4999	257.5	258.5	589.0	524.0	153.5	266.0
ENSG00000171631	6999	49.5	66.0	22.0	21.5	86.5	130.5
ENSG00000227617	4499	1251.0	1411.5	2550.5	2329.5	619.0	1414.0
ENSG00000212460	4499	2.5	5.0	49.5	42.0	0.0	6.5
ENSG00000060140	6999	76.0	92.0	164.5	161.0	197.5	327.5
ENSG00000273151	13499	2615.0	3092.5	3967.5	3989.0	2350.0	3979.5
ENSG00000144596	4999	898.5	1144.5	912.0	879.0	259.0	596.0
ENSG00000108255	15999	4825.5	5826.0	4273.0	4086.0	380.5	688.5
ENSG00000174606	4499	199.0	197.5	107.0	92.0	37.5	23.0
ENSG00000013583	10499	252.0	173.0	348.5	231.0	29.0	24.5
ENSG00000140463	10999	28.5	24.5	212.0	192.0	14.0	16.5
ENSG00000102144	12999	2553.0	2939.5	2019.5	2039.0	2066.0	2884.0
ENSG00000239544	9999	316.5	358.0	189.5	170.0	70.0	126.5
ENSG00000229638	5499	1672.0	1720.0	13757.0	3854.5	926.0	928.0
ENSG00000159377	10499	2148.5	2549.5	1209.5	1065.5	1025.0	1745.0
ENSG00000115657	18999	109.5	138.0	455.0	431.5	172.5	280.5
ENSG00000254965	3999	6.5	5.5	62.5	59.0	0.0	0.0
ENSG00000270781	8499	200.0	109.0	422.0	403.0	326.5	465.0
ENSG00000255224	4999	17.0	25.0	93.0	80.5	335.0	473.5
ENSG00000268742	24999	246.0	282.5	1686.5	1688.5	788.0	1750.0
ENSG00000063322	11499	653.5	796.0	6300.0	5785.0	644.5	1144.0
ENSG00000261526	10999	115.5	60.5	596.0	472.0	1672.5	2792.0
ENSG00000206803	7499	2.0	4.0	9.0	5.0	48.0	112.0
ENSG00000268863	14999	783.5	984.0	982.5	879.5	234.0	319.0
ENSG00000226950	4999	129.0	159.5	1880.0	2017.0	312.0	449.5
ENSG00000022267	3999	56.5	57.0	71.5	65.0	13.5	11.0
ENSG00000151657	7499	13.5	5.5	160.5	138.5	7.0	15.0
ENSG00000256469	4499	265.5	367.0	113.0	103.0	13.0	37.0
ENSG00000184009	5499	16023.0	13847.0	11049.0	8289.0	2838.0	3460.5
ENSG00000148335	4499	864.0	1008.5	1947.0	1825.5	1061.0	2198.5
ENSG00000166170	8999	16.0	18.0	278.5	270.5	113.0	224.5
ENSG00000173530	4999	66.0	54.5	1260.5	967.5	46.0	31.5
ENSG00000261831	9999	2777.5	3274.5	1359.5	1343.0	309.0	521.0
ENSG00000178229	14499	97.5	146.0	344.5	348.0	93.5	128.5
ENSG00000050820	5499	128.0	118.5	660.5	625.5	34.0	140.0
ENSG00000239617	5499	6.0	5.0	91.5	81.0	0.5	1.0
ENSG00000239103	8499	449.5	579.0	160.0	140.5	180.5	238.5
ENSG00000108961	6999	369.0	459.5	300.5	269.0	335.5	464.5
ENSG00000185338	16999	86.0	98.5	402.5	414.5	1339.5	2517.0
ENSG00000252408	19999	75.0	127.0	390.5	405.0	1185.0	2158.0
ENSG00000167671	7499	482.5	504.5	1062.5	940.5	104.0	174.5
ENSG00000114503	13999	2115.5	2356.0	2076.0	1899.0	698.0	1119.5
ENSG00000185347	19499	37.0	53.0	577.0	463.5	96.0	156.5
ENSG00000162959	12499	223.0	258.0	130.0	138.0	96.5	228.5
ENSG00000251737	12499	43.0	55.0	1286.5	1303.5	1481.0	2538.5
ENSG00000189067	20999	238.5	220.0	660.0	606.0	53.5	48.0
ENSG00000258813	3999	10.5	18.5	45.5	48.5	259.0	393.5
ENSG00000263575	9999	1858.5	2182.0	860.0	804.0	521.0	998.0
ENSG00000010379	5999	5.0	4.0	364.5	343.5	2.0	7.5
ENSG00000263709	5499	45.5	38.0	49.0	34.5	50.0	112.0
ENSG00000101460	6499	157.5	161.0	321.5	211.5	462.0	834.0
ENSG00000222808	17499	48.0	46.5	248.5	290.5	1119.0	2076.0
ENSG00000172432	5499	7.5	5.0	630.0	615.5	11.0	13.5
ENSG00000226029	8499	326.0	391.5	312.0	262.0	105.5	208.0
ENSG00000259547	11999	12.5	16.5	66.0	65.0	814.0	1400.5
ENSG00000251835	5999	1076.0	1147.5	733.0	746.5	324.0	590.0
ENSG00000252659	10499	68.5	86.5	229.5	206.0	63.5	92.5
ENSG00000183307	8999	897.5	996.5	1848.0	1599.5	49.0	90.0
ENSG00000203589	15499	1797.0	2132.0	7079.5	7304.5	5574.0	8573.5
ENSG00000163257	4499	62.0	49.5	49.5	43.0	29.0	59.0
ENSG00000264211	13999	117.5	112.5	160.0	149.5	1392.5	2389.0
ENSG00000269235	4999	0.5	1.0	25.0	23.0	69.5	100.0
ENSG00000175061	16999	17.0	17.5	1014.5	1013.0	22.5	40.5
ENSG00000054598	5499	20.0	26.0	43.0	34.0	65.5	115.5
ENSG00000118369	5499	51.5	48.0	142.0	160.0	11.0	32.0
ENSG00000120738	53045	8703.5	9870.5	6245.5	6249.0	9893.0	15616.5
ENSG00000245571	6999	1284.0	1371.5	1764.5	1643.5	34.5	39.0
ENSG00000148835	7499	281.5	377.0	274.0	297.5	352.5	474.5
ENSG00000171700	23499	800.0	935.0	1190.5	1259.5	1064.5	1680.0
ENSG00000119614	4499	0.0	0.0	60.5	50.5	1.0	2.0
ENSG00000129007	6999	694.5	861.5	240.0	201.0	8.5	41.5
ENSG00000131013	7499	208.0	204.5	179.0	139.5	57.5	82.5
ENSG00000212240	10999	798.0	922.5	703.5	663.0	2066.0	3664.0
ENSG00000197746	23499	1146.5	1163.0	9032.5	7833.0	581.0	431.0
ENSG00000126214	9499	264.0	336.0	895.5	817.0	120.0	186.0
ENSG00000186564	4499	18.0	9.0	14.0	10.0	96.5	174.0
ENSG00000250379	4999	151.0	137.0	122.0	141.5	11.0	46.0
ENSG00000133142	10999	207.0	125.5	670.0	374.0	447.0	736.0
ENSG00000199645	4499	273.5	331.5	70.5	55.0	119.0	171.5
ENSG00000163545	30999	104.0	103.0	210.0	234.0	1253.0	1880.0
ENSG00000060566	9999	382.5	437.5	657.0	561.5	347.5	559.5
ENSG00000126870	5999	31.0	30.5	369.0	392.0	42.0	59.5
ENSG00000160953	4999	46.5	53.0	114.0	78.5	10.0	18.0
ENSG00000271936	5499	213.0	274.5	1154.0	982.0	92.5	152.0
ENSG00000207955	6499	1126.0	1280.5	2403.5	2419.5	1077.0	1523.0
ENSG00000169223	18499	416.0	409.5	1922.0	1576.0	361.5	356.5
